timestamp,block_height,tx_count,mempool_size_mb,min_fee_rate,max_fee_rate,avg_fee_rate,median_fee_rate,fee_rate_10th,fee_rate_90th,fee_rate_std,block_time,difficulty,hash_rate,mempool_min_fee,total_fee,mempool_usage,transaction_count,block_weight,block_version,block_interval
1724279307,857825,5223,20.848395,2.7412587412587412e-08,1.7065957446808511e-06,4.15756870547524e-08,3.8914728682170545e-08,3e-08,4.8794326241134754e-08,3.84868615278275e-08,1724279307,86871474313761.95,5.607321335451541e+20,1e-05,0.04263409,118665520,5223,3993459,850731008,1306
1724280039,857828,2326,20.84762,3e-08,1.75e-06,4.042512051295001e-08,3.031746031746032e-08,3e-08,5e-08,5.30710264479004e-08,1724280039,86871474313761.95,5.607321335451541e+20,1e-05,0.03810224,118661216,2326,3993217,616202240,732
1724280944,857829,2651,20.846974,2.3712574850299403e-08,8.148425531914894e-05,1.0238377790532202e-07,4.8794326241134754e-08,3.2e-08,9.071096600729787e-08,1.585426451971961e-06,1724280944,86871474313761.95,5.607321335451541e+20,1e-05,0.07518319,118657104,2651,3992964,571768832,905
1724282427,857833,7314,20.84584,2.632258064516129e-08,1.5061475409836066e-06,3.174602955400646e-08,2.8333333333333332e-08,2.8174603174603175e-08,3.031746031746032e-08,3.3029824737631365e-08,1724282427,86871474313761.95,5.607321335451541e+20,1e-05,0.03331497,118647728,7314,3993365,536870912,1483
1724283390,857834,4078,20.844623,2.0089686098654707e-08,5.405405405405405e-06,5.141273285103842e-08,3.031746031746032e-08,2.8333333333333332e-08,6.803519242642519e-08,1.2072343066632568e-07,1724283390,86871474313761.95,5.607321335451541e+20,1e-05,0.0561582,118641696,4078,3992942,635330560,963
1724285919,857836,3060,20.844482,2.3191489361702126e-08,9.98181818181818e-07,4.7914290408358695e-08,4.172661870503597e-08,3.155970236019068e-08,6e-08,3.386846680982209e-08,1724285919,86871474313761.95,5.607321335451541e+20,1e-05,0.04460777,118640624,3060,3993488,536870912,2529
1724287474,857837,3237,20.843995,2.070921985815603e-08,2.517605633802817e-05,9.332708683087452e-08,5.024595865656519e-08,4.528169014084507e-08,1.4e-07,4.5506998870822804e-07,1724287474,86871474313761.95,5.607321335451541e+20,1e-05,0.07934265,118637920,3237,3992879,576339968,1555
1724289192,857839,4918,20.84327,2.875968992248062e-08,2.6041666666666666e-06,4.951960598246281e-08,4e-08,3e-08,6.338217418204317e-08,6.071610755116364e-08,1724289192,86871474313761.95,5.607321335451541e+20,1e-05,0.05231169,118633024,4918,3993706,801193984,1718
1724290004,857841,4642,20.842603,2.3636363636363635e-08,6e-07,4.1264064623431614e-08,3.107692307692308e-08,3e-08,5.406015037593985e-08,3.124747119818553e-08,1724290004,86871474313761.95,5.607321335451541e+20,1e-05,0.04270659,118628032,4642,3992874,537010176,812
1724291146,857846,7278,20.840454,2.0363636363636362e-08,6e-07,3.043650076702981e-08,2.8174603174603175e-08,2.8015873015873017e-08,3e-08,1.9365823493990527e-08,1724291146,86871474313761.95,5.607321335451541e+20,1e-05,0.03216571,118611376,7278,3983880,551550976,1142
1724294662,857848,2931,20.838767,2.7563451776649745e-08,1.2277848101265824e-06,6.160522476374582e-08,5e-08,3.81297455152274e-08,7.234284947198851e-08,6.008829621574075e-08,1724294662,86871474313761.95,5.607321335451541e+20,1e-05,0.05882581,118595968,2931,3993557,681623552,3516
1724295323,857849,3008,20.836544,2.695035460992908e-08,2.6455026455026455e-06,5.8803656056753224e-08,4.103896103896104e-08,3.3e-08,9.060133630289532e-08,8.329767902279637e-08,1724295323,86871474313761.95,5.607321335451541e+20,1e-05,0.05567794,118575536,3008,3993399,551911424,661
1724295956,857851,5189,20.828993,2.3636363636363635e-08,5.357142857142857e-06,4.268357971531021e-08,3e-08,2.9126984126984127e-08,5e-08,9.040429807554982e-08,1724295956,86871474313761.95,5.607321335451541e+20,1e-05,0.04542774,118549952,5189,3992960,727859200,633
1724296696,857852,5046,20.827776,1.1942535915053091e-08,3e-06,4.39284955522134e-08,3e-08,2.84251968503937e-08,5e-08,9.390820923524866e-08,1724296696,86871474313761.95,5.607321335451541e+20,1e-05,0.04937383,118541456,5046,3993418,718061568,740
1724297607,857855,7360,20.816845,2.626984126984127e-08,2.1702127659574467e-06,3.1052659237731014e-08,2.8571428571428572e-08,2.841269841269841e-08,3e-08,4.090877746183209e-08,1724297607,86871474313761.95,5.607321335451541e+20,1e-05,0.033034,118444288,7360,3993317,671080448,911
1724299651,857857,5151,20.812505,2.3049645390070922e-08,4.7619047619047615e-06,3.8039821111973356e-08,3e-08,2.9047619047619048e-08,4e-08,8.732071495536662e-08,1724299651,86871474313761.95,5.607321335451541e+20,1e-05,0.04307984,118403680,5151,3993726,747413504,2044
1724300779,857859,5557,20.782135,2.4781553398058253e-08,4.7619047619047615e-06,3.8608842270136146e-08,2.8492063492063493e-08,2.8253968253968253e-08,4e-08,1.0662743065575924e-07,1724300779,86871474313761.95,5.607321335451541e+20,1e-05,0.044951,118220368,5557,3993744,678445056,1128
1724301676,857860,3539,20.776446,2.5772357723577236e-08,8.149333333333333e-05,8.00447670737697e-08,3e-08,2.9047619047619048e-08,8e-08,1.3899744535040992e-06,1724301676,86871474313761.95,5.607321335451541e+20,1e-05,0.06546116,118170096,3539,3993336,832282624,897
1724302588,857861,4221,20.776256,2.7563451776649745e-08,1.5061475409836066e-06,4.56621309649623e-08,3e-08,2.8888888888888887e-08,6.001017524024871e-08,7.062402583067525e-08,1724302588,86871474313761.95,5.607321335451541e+20,1e-05,0.05078242,118168608,4221,3997853,656646144,912
1724303253,857862,5139,20.775755,1.625e-08,2.1702127659574467e-06,3.950184842193218e-08,2.9444444444444446e-08,2.8333333333333332e-08,4.976377952755905e-08,6.318271287802002e-08,1724303253,86871474313761.95,5.607321335451541e+20,1e-05,0.04451655,118164848,5139,3992846,563273728,665
1724303926,857863,4952,20.772908,2.5714285714285715e-08,2.44006338028169e-05,4.494222983447808e-08,2.634920634920635e-08,2.634920634920635e-08,5e-08,3.5437197862463385e-07,1724303926,86871474313761.95,5.607321335451541e+20,1e-05,0.04831852,118152320,4952,3997563,658145280,673
1724305122,857864,2309,20.772487,2.9788732394366196e-08,5.038461538461539e-05,9.828713398565116e-08,4.964087685364281e-08,3.464788732394366e-08,1.0546969356072541e-07,1.059417987301935e-06,1724305122,86871474313761.95,5.607321335451541e+20,1e-05,0.08355075,118149072,2309,3992977,589635584,1196
1724306948,857867,7553,20.769364,2.46875e-08,1.1312727272727272e-06,3.087598129534755e-08,2.8333333333333332e-08,2.634920634920635e-08,2.9206349206349206e-08,2.688762360565394e-08,1724306948,86871474313761.95,5.607321335451541e+20,1e-05,0.03374258,118133472,7553,3993571,537960448,1826
1724307880,857872,5354,20.76434,1e-08,2.536231884057971e-07,2.7959536378071404e-08,2.7322834645669293e-08,2.7222222222222222e-08,2.8015873015873017e-08,6.673277464197682e-09,1724307880,86871474313761.95,5.607321335451541e+20,1e-05,0.02861383,118091104,5354,3993114,536928256,932
1724308735,857873,1789,20.763725,2.018729744517867e-08,8.148425531914894e-05,1.8081675194312965e-07,4.966981132075472e-08,3.498988363698465e-08,1.3435964357937305e-07,2.7291684001877705e-06,1724308735,86871474313761.95,5.607321335451541e+20,1e-05,0.08755122,118086176,1789,3993238,536895488,855
1724309719,857875,6357,20.762331,2.5017123287671233e-08,1.3e-06,3.5066124888384564e-08,2.8346456692913384e-08,2.7322834645669293e-08,3.673913043478261e-08,4.3174366441046235e-08,1724309719,86871474313761.95,5.607321335451541e+20,1e-05,0.04126454,118077568,6357,3993716,806535168,984
1724310765,857877,5228,20.760676,1e-08,2.2181818181818183e-06,4.1128911491575464e-08,2.8253968253968253e-08,2.8253968253968253e-08,5e-08,7.839092798625626e-08,1724310765,86871474313761.95,5.607321335451541e+20,1e-05,0.04722677,118066192,5228,3993218,555114496,1046
1724312634,857879,2478,20.756203,1.9861111111111112e-08,4e-06,6.539104653332481e-08,3.7265625e-08,3e-08,1.1753246753246754e-07,1.5171916980340693e-07,1724312634,86871474313761.95,5.607321335451541e+20,1e-05,0.05525168,118035248,2478,3993140,536870912,1869
1724313860,857880,3301,20.756203,2.489430894308943e-08,3.809e-06,8.34282498241184e-08,5e-08,4e-08,1.205298013245033e-07,1.5364082068500163e-07,1724313860,86871474313761.95,5.607321335451541e+20,1e-05,0.08321467,118035248,3301,3993369,838860800,1226
1724314964,857882,1539,20.755836,2.4225352112676055e-08,6.630933633295838e-06,4.2888415374455376e-08,3e-08,2.8015873015873017e-08,4.9791677994671306e-08,1.7886562706384744e-07,1724314964,86871474313761.95,5.607321335451541e+20,1e-05,0.03956588,118032912,1539,3993263,838860800,1104
1724315787,857883,2846,20.755682,1.806451612903226e-08,5.381165919282511e-06,7.375244706639303e-08,4.528169014084507e-08,3.144926639239815e-08,1.1792207792207787e-07,1.6601025584214786e-07,1724315787,86871474313761.95,5.607321335451541e+20,1e-05,0.07511811,118031808,2846,3993478,536920064,823
1724316590,857885,1783,20.753788,2.2162162162162164e-08,9.026548672566371e-07,4.113470938971885e-08,3e-08,2.9858490566037734e-08,5e-08,5.295573382191088e-08,1724316590,86871474313761.95,5.607321335451541e+20,1e-05,0.03504097,118018864,1783,3993184,666001408,803
1724317303,857888,5451,20.752321,1.6384615384615384e-08,2.1148325358851677e-06,3.4232737788713166e-08,2.8503937007874016e-08,2.6428571428571427e-08,3.76769015812432e-08,4.614250588710043e-08,1724317303,86871474313761.95,5.607321335451541e+20,1e-05,0.0398569,118007088,5451,3998004,537034752,713
1724318734,857890,4733,20.74905,2e-08,5e-07,3.337340609055508e-08,2.873015873015873e-08,2.6428571428571427e-08,4e-08,2.4457046218348517e-08,1724318734,86871474313761.95,5.607321335451541e+20,1e-05,0.03556527,117977024,4733,3992834,603979776,1431
1724319656,857892,4975,20.747178,1.986254295532646e-08,5.405405405405405e-06,3.709765198715488e-08,2.8503937007874016e-08,2.841269841269841e-08,4e-08,9.583359005965144e-08,1724319656,86871474313761.95,5.607321335451541e+20,1e-05,0.04116512,117967824,4975,3992719,536870916,922
1724320583,857893,4046,20.747178,2.523809523809524e-08,4e-06,6.033617816293114e-08,3.846153846153846e-08,2.523809523809524e-08,8.868736141906866e-08,1.4541518546923962e-07,1724320583,86871474313761.95,5.607321335451541e+20,1e-05,0.06227168,117967824,4046,3993112,547151872,927
1724322450,857895,3501,20.74649,2.523809523809524e-08,1e-06,3.779097938553668e-08,3.1423572487949575e-08,3e-08,4.3785293673561826e-08,3.0634116673278265e-08,1724322450,86871474313761.95,5.607321335451541e+20,1e-05,0.03812731,117963088,3501,3993205,704643072,1867
1724323611,857896,2929,20.745095,3e-08,4.457777777777778e-06,1.0184574319736194e-07,5.097902097902098e-08,4.402339358536317e-08,1.6e-07,2.2654882757455074e-07,1724323611,86871474313761.95,5.607321335451541e+20,1e-05,0.09426299,117954416,2929,3992954,838860800,1161
1724324509,857898,5755,20.744133,2e-08,7.05e-06,4.084716308364352e-08,3e-08,2.9126984126984127e-08,4e-08,1.2680668662389038e-07,1724324509,86871474313761.95,5.607321335451541e+20,1e-05,0.0440291,117947344,5755,3993466,704643072,898
1724325290,857901,7165,20.740484,2.6428571428571427e-08,7.279411764705882e-07,3.071306614558519e-08,2.9206349206349206e-08,2.6507936507936506e-08,2.9682539682539682e-08,1.6797578666984484e-08,1724325290,86871474313761.95,5.607321335451541e+20,1e-05,0.03143891,117913584,7165,3997643,722059264,781
1724325910,857904,6872,20.731112,2.896825396825397e-08,7.036649214659685e-07,3.066740562144793e-08,2.9285714285714285e-08,2.896825396825397e-08,2.9365079365079363e-08,1.6764931343553668e-08,1724325910,86871474313761.95,5.607321335451541e+20,1e-05,0.03187848,117827744,6872,3998019,828071936,620
1724326763,857906,5857,20.718396,1.4125292139314827e-08,4e-06,4.236970119375935e-08,2.9285714285714285e-08,2.523809523809524e-08,5e-08,9.980069940615624e-08,1724326763,86871474313761.95,5.607321335451541e+20,1e-05,0.04768558,117715648,5857,3992962,651272192,853
1724327647,857908,7399,20.716675,2.5317460317460317e-08,3.298909090909091e-06,3.02362739861983e-08,2.9206349206349206e-08,2.865079365079365e-08,2.9541666666666678e-08,3.872172505669399e-08,1724327647,86871474313761.95,5.607321335451541e+20,1e-05,0.0305307,117701904,7399,3993746,547356672,884
1724330305,857910,4404,20.704522,5.13e-06,4.462830508474576e-05,9.574496406426729e-06,8.214661016949152e-06,6.152542372881356e-06,1.538135593220339e-05,4.107622708199396e-06,1724330305,86871474313761.95,5.607321335451541e+20,1e-05,9.51511959,117588800,4404,3993643,536985600,2658
1724332088,857911,4736,20.703871,6e-08,0.00032966354545454547,1.632911573004007e-05,1.6935751295336788e-05,1.2305084745762713e-05,1.6935751295336788e-05,1.0365619925423805e-05,1724332088,86871474313761.95,5.607321335451541e+20,1e-05,15.55142074,117583840,4736,3993446,685531136,1783
1724333139,857913,4242,20.697505,2.901315789473684e-08,0.00022622236363636363,8.1345300370803e-06,7.4439090909090905e-06,5.650084745762712e-06,1.0582372881355932e-05,4.505638887514625e-06,1724333139,86871474313761.95,5.607321335451541e+20,1e-05,8.0807883,117529088,4242,3993627,766394368,1051
1724333863,857914,3725,20.697065,2.994652406417112e-08,0.00012186455486542442,8.304111652827423e-06,7.793220338983051e-06,7.1164406779661015e-06,1.012271186440678e-05,4.205815720262305e-06,1724333863,86871474313761.95,5.607321335451541e+20,1e-05,8.09872616,117526176,3725,3993068,538845184,724
1724334878,857917,3341,20.691337,1.017857142857143e-08,0.00025029263636363637,2.40301990911601e-06,1.2854237288135594e-06,1.7855744680851066e-07,4.177627118644068e-06,8.985051677974597e-06,1724334878,86871474313761.95,5.607321335451541e+20,1e-05,1.83622755,117474784,3341,3993125,796213248,1015
1724335995,857919,2223,20.681553,2.9858490566037734e-08,1.274e-05,2.252648042207445e-07,7.928175370728563e-08,6.02542372881356e-08,9.253521126760563e-08,1.1130389310491311e-06,1724335995,86871474313761.95,5.607321335451541e+20,1e-05,0.14258854,117386624,2223,3993803,639361024,1117
1724336607,857921,3165,20.677612,2.4606741573033707e-08,2.131640625e-05,1.4253691513283635e-07,5e-08,4.172544642857143e-08,5.0138831098782556e-08,9.60508557846767e-07,1724336607,86871474313761.95,5.607321335451541e+20,1e-05,0.11932507,117352784,3165,3993109,656637952,612
1724337416,857922,3330,20.674656,2.0224719101123595e-08,2.9518671875e-05,1.2728833723336575e-06,6e-08,4.1205673758865245e-08,5.71977256881837e-06,3.1908845919887944e-06,1724337416,86871474313761.95,5.607321335451541e+20,1e-05,0.93170041,117327008,3330,3993701,756563968,809
1724338179,857923,2812,20.67332,1e-08,2.12409009009009e-05,1.3305476631336391e-06,6.145454545454545e-08,4.9305555555555555e-08,6.1516666666666665e-06,3.211401503733268e-06,1724338179,86871474313761.95,5.607321335451541e+20,1e-05,1.09617178,117317440,2812,3993429,538083328,763
1724338897,857925,3946,20.673084,2.0187915698373266e-08,2.118835106382979e-05,3.890153050593785e-07,3.3098591549295774e-08,2.896825396825397e-08,9.13108108108108e-08,1.602798807801012e-06,1724338897,86871474313761.95,5.607321335451541e+20,1e-05,0.34179081,117315200,3946,3993733,570376192,718
1724340266,857928,5786,20.668384,2.6428571428571427e-08,1.4530280898876404e-05,4.0903211089716685e-07,3.047619047619048e-08,2.6428571428571427e-08,9.980891719745223e-08,1.7579940789810402e-06,1724340266,86871474313761.95,5.607321335451541e+20,1e-05,0.63552802,117273856,5786,3992999,827457536,1369
1724342565,857929,3164,20.668384,1.0133333333333333e-08,2.0618556701030927e-05,2.9008963231840644e-06,7e-07,1.3673758865248227e-07,7.79e-06,3.4896335232482084e-06,1724342565,86871474313761.95,5.607321335451541e+20,1e-05,2.57344606,117273856,3164,3993099,630095872,2299
1724343275,857933,4935,20.65744,2.6062992125984253e-08,1.3697387387387388e-05,8.47426506866385e-08,3e-08,2.6428571428571427e-08,3.087301587301587e-08,6.35161027762395e-07,1724343275,86871474313761.95,5.607321335451541e+20,1e-05,0.08146497,117186800,4935,3993198,616513536,710
1724344213,857936,6771,20.654534,2.9523809523809524e-08,1.3808450704225352e-05,1.7949146264606298e-07,3e-08,2.9523809523809524e-08,4.6505145797598683e-08,1.0444653779070573e-06,1724344213,86871474313761.95,5.607321335451541e+20,1e-05,0.24856913,117169264,6771,3997834,536928256,938
1724345122,857937,2252,20.652585,3e-08,1.7650714285714285e-05,1.4477783285258144e-06,9.13152400835073e-08,4.966666666666667e-08,7.78531914893617e-06,2.868611175124683e-06,1724345122,86871474313761.95,5.607321335451541e+20,1e-05,0.87959804,117156400,2252,3993760,576446464,909
1724345956,857939,5963,20.651536,2.7354196301564724e-08,1.7885975609756097e-05,2.721518297964254e-07,3.047619047619048e-08,2.9285714285714285e-08,9e-08,1.3167630561064478e-06,1724345956,86871474313761.95,5.607321335451541e+20,1e-05,0.35245331,117151104,5963,3997703,606240768,834
1724347410,857940,3495,20.648119,1.5626535626535626e-08,1.777753012048193e-05,1.1986435443829282e-06,1.15307174958689e-07,5.950704225352113e-08,7.201265146700974e-06,2.65046593766356e-06,1724347410,86871474313761.95,5.607321335451541e+20,1e-05,0.94293496,117122464,3495,3993245,561479680,1454
1724348191,857943,5545,20.644426,2.4380804953560372e-08,2.1238454545454545e-05,3.3575959052214465e-07,3.015873015873016e-08,3.015873015873016e-08,1.0976785714285701e-07,1.5438063694281545e-06,1724348191,86871474313761.95,5.607321335451541e+20,1e-05,0.37639304,117095056,5545,3993726,536969216,781
1724350004,857945,4217,20.640983,2.4397163120567377e-08,2.124009090909091e-05,2.5106624233703294e-07,3.9787234042553194e-08,3.0079365079365076e-08,8.920588867397378e-08,1.292238856779319e-06,1724350004,86871474313761.95,5.607321335451541e+20,1e-05,0.2059694,117066736,4217,3993585,548184064,1813
1724350643,857948,7473,20.638806,3e-08,1.2044825581395348e-05,8.017499561346557e-08,3.023809523809524e-08,3.023809523809524e-08,3.031746031746032e-08,5.900580508161858e-07,1724350643,86871474313761.95,5.607321335451541e+20,1e-05,0.10861598,117055952,7473,3998004,750796800,639
1724351249,857952,7822,20.632008,3e-08,9.463900709219858e-06,3.161168266410103e-08,3.015873015873016e-08,3e-08,3.023809523809524e-08,1.0701313252800142e-07,1724351249,86871474313761.95,5.607321335451541e+20,1e-05,0.03188808,117008016,7822,3993762,731693056,606
1724351928,857954,4581,20.627593,2.0144927536231885e-08,1.3704594594594594e-05,4.043912704691178e-07,3.0079365079365076e-08,3.0079365079365076e-08,1.1017730496453966e-07,1.6266586607751082e-06,1724351928,86871474313761.95,5.607321335451541e+20,1e-05,0.3853767,116976464,4581,3993181,613253120,679
1724352750,857957,5987,20.612663,2.626984126984127e-08,1.3705315315315316e-05,2.531988837425293e-07,2.634920634920635e-08,2.634920634920635e-08,7.265797842920355e-08,1.2771097243493699e-06,1724352750,86871474313761.95,5.607321335451541e+20,1e-05,0.2956993,116907024,5987,3984189,599203840,822
1724353584,857959,4652,20.609564,2.5555555555555557e-08,1.706091687041565e-05,3.5517483009157905e-07,4.497957901350927e-08,3e-08,1.249645390070922e-07,1.489818589901422e-06,1724353584,86871474313761.95,5.607321335451541e+20,1e-05,0.58686584,116879856,4652,3993759,537141248,834
1724354552,857962,7347,20.598152,3e-08,9.91072072072072e-06,1.0037065951275576e-07,4.5e-08,3.0852713178294575e-08,8e-08,5.360697151553501e-07,1724354552,86871474313761.95,5.607321335451541e+20,1e-05,0.11916667,116804672,7347,3997997,547438592,968
1724355593,857963,6591,20.59609,2e-08,1.2485625e-05,5.241793379512732e-07,1.2e-07,3.5e-08,3.5800872621500486e-07,1.655130989293595e-06,1724355593,86871474313761.95,5.607321335451541e+20,1e-05,0.66849175,116785552,6591,3993280,538001408,1041
1724357161,857966,6874,20.584123,2.045045045045045e-08,1.3465486725663717e-05,1.8965023765462186e-07,1.2123076923076922e-07,4.3e-08,1.5145454545454545e-07,6.627697858704525e-07,1724357161,86871474313761.95,5.607321335451541e+20,1e-05,0.22252698,116676304,6874,3992933,586268672,1568
1724358623,857967,6349,20.577683,3.061538461538461e-08,2.1442385321100916e-05,6.344468511986882e-07,1.6e-07,8.8e-08,4.465000000000009e-07,1.7592485520395424e-06,1724358623,86871474313761.95,5.607321335451541e+20,1e-05,0.78675239,116615232,6349,3993153,595296256,1462
1724359536,857969,5390,20.571887,2.3875968992248062e-08,1.3467964601769911e-05,2.949557147757205e-07,1.330232558139535e-07,1.210236220472441e-07,1.9061688311688313e-07,1.0402488811140085e-06,1724359536,86871474313761.95,5.607321335451541e+20,1e-05,0.32593805,116560032,5390,3993135,570613760,913
1724360483,857971,4395,20.55687,1.3687943262411348e-08,1.3712162162162162e-05,1.628324688717822e-07,7.198581560283688e-08,6.061538461538461e-08,9.092307692307693e-08,8.178962735658849e-07,1724360483,86871474313761.95,5.607321335451541e+20,1e-05,0.13905691,116460336,4395,3993139,1006632960,947
1724361283,857974,4923,20.549839,1.112781954887218e-08,1.3713153153153153e-05,1.5056970013685858e-07,4e-08,3.023809523809524e-08,7.069230769230769e-08,9.189830161440485e-07,1724361283,86871474313761.95,5.607321335451541e+20,1e-05,0.15152207,116395600,4923,3993697,537075712,800
1724363187,857976,4403,20.539789,2e-08,1.8602530795072787e-05,2.026365723053375e-07,5.053846153846154e-08,4e-08,9.120567375886524e-08,1.095752993202972e-06,1724363187,86871474313761.95,5.607321335451541e+20,1e-05,0.19949183,116311600,4403,3997926,536928256,1904
1724364984,857979,3192,20.533307,2.9206349206349206e-08,1.6227454545454545e-05,4.5829928428829197e-07,4e-08,2.9206349206349206e-08,1.7847222222222221e-07,1.736901172224129e-06,1724364984,86871474313761.95,5.607321335451541e+20,1e-05,0.3099071,116255328,3192,3992917,688537600,1797
1724365591,857980,4880,20.530001,2.3636363636363635e-08,1.7756829971181555e-05,2.577807978091412e-07,3.031746031746032e-08,3e-08,1.1753246753246754e-07,1.3233987355471497e-06,1724365591,86871474313761.95,5.607321335451541e+20,1e-05,0.25049909,116224224,4880,3997841,566951936,607
1724366313,857983,5802,20.516361,2.9285714285714285e-08,1.3924680851063829e-05,1.2277920989023836e-07,2.9444444444444446e-08,2.9285714285714285e-08,4e-08,8.467798649176955e-07,1724366313,86871474313761.95,5.607321335451541e+20,1e-05,0.13866154,116111296,5802,3993778,905969664,722
1724367007,857984,3242,20.509899,1.0088495575221239e-08,1.0735841455490579e-05,1.2316244069833442e-07,3.246031746031746e-08,2.9285714285714285e-08,3.3e-07,5.260709373837773e-07,1724367007,86871474313761.95,5.607321335451541e+20,1e-05,0.12051051,116052048,3242,3992874,596762624,694
1724367697,857988,7744,20.502013,2.3636363636363635e-08,5e-07,2.9879350076481356e-08,2.921259842519685e-08,2.634920634920635e-08,2.9285714285714285e-08,1.2237081306708716e-08,1724367697,86871474313761.95,5.607321335451541e+20,1e-05,0.03077392,115984096,7744,3992812,536879104,690
1724369044,857989,4026,20.49625,2.4125560538116593e-08,1.0450414201183433e-05,1.0001081868198049e-07,4.837209302325582e-08,2.937007874015748e-08,1.8e-07,2.357607392606007e-07,1724369044,86871474313761.95,5.607321335451541e+20,1e-05,0.09562945,115943408,4026,3997590,649814016,1347
1724370610,857992,6963,20.493401,2.7563451776649745e-08,2e-06,3.563060794747948e-08,2.9523809523809524e-08,2.9285714285714285e-08,3.0078740157480317e-08,5.012069910345689e-08,1724370610,86871474313761.95,5.607321335451541e+20,1e-05,0.04199275,115929904,6963,3993532,543162368,1566
1724371333,857995,6747,20.491901,2.7563451776649745e-08,4.7619047619047615e-06,3.79452330294628e-08,2.9285714285714285e-08,2.9133858267716535e-08,3.0078740157480317e-08,1.2080531256913435e-07,1724371333,86871474313761.95,5.607321335451541e+20,1e-05,0.04476128,115919392,6747,3993684,763011072,723
1724372276,857996,4282,20.491791,2.7563451776649745e-08,4.457777777777778e-06,6.774142199060803e-08,3e-08,2.9365079365079363e-08,1.3e-07,1.8233724365928278e-07,1724372276,86871474313761.95,5.607321335451541e+20,1e-05,0.07222778,115918352,4282,3992702,577896448,943
1724373192,857997,4374,20.491515,2.7563451776649745e-08,4.457777777777778e-06,6.162679383777561e-08,2.9603174603174603e-08,2.9603174603174603e-08,1.3e-07,1.6984284490652892e-07,1724373192,86871474313761.95,5.607321335451541e+20,1e-05,0.06607356,115916496,4374,3993127,785727488,916
1724374938,857998,2543,20.487568,2.7386363636363635e-08,8.703475177304964e-06,1.498612875318389e-07,1.0044444444444444e-07,5e-08,2.115929203539823e-07,3.079564991732497e-07,1724374938,86871474313761.95,5.607321335451541e+20,1e-05,0.15776424,115880880,2543,3993250,763543552,1746
1724376524,857999,2964,20.48718,2.978723404255319e-08,3e-06,1.1863197844633341e-07,7e-08,4.5263331360074125e-08,1.8326388888888888e-07,1.8700560593654704e-07,1724376524,86871474313761.95,5.607321335451541e+20,1e-05,0.10048401,115878576,2964,3993663,801685504,1586
1724377947,858000,2816,20.48718,1.2083333333333334e-08,7.823921568627452e-06,1.3267073620792428e-07,6.954545454545454e-08,4.466346153846154e-08,1.733932389732933e-07,3.1316318276044075e-07,1724377947,86871474313761.95,5.607321335451541e+20,1e-05,0.10596432,115878576,2816,3993388,881639424,1423
1724380459,858003,5450,20.486684,2.5049261083743843e-08,1.3926830985915492e-05,4.215291197049077e-08,3e-08,2.9285714285714285e-08,4.006369426751592e-08,1.9660570438309867e-07,1724380459,86871474313761.95,5.607321335451541e+20,1e-05,0.0440947,115874528,5450,3993785,536903680,2512
1724382017,858005,5078,20.485789,2.9126984126984127e-08,4.4506168831168835e-06,4.193588000738753e-08,2.9365079365079363e-08,2.9285714285714285e-08,4.801126760563382e-08,9.535995969920357e-08,1724382017,86871474313761.95,5.607321335451541e+20,1e-05,0.04686944,115867488,5078,3992983,770375680,1558
1724382718,858007,3395,20.485456,2.9047619047619048e-08,3.0106796116504854e-06,5.877001819569627e-08,4.100746268656717e-08,3.031496062992126e-08,7.957604412923561e-08,1.289886247198276e-07,1724382718,86871474313761.95,5.607321335451541e+20,1e-05,0.05818118,115864368,3395,3993514,834445312,701
1724383356,858008,5594,20.484012,2.626984126984127e-08,4.273560283687943e-05,5.3527042212177776e-08,3.0310077519379844e-08,2.634920634920635e-08,5.981818181818182e-08,5.788024287791598e-07,1724383356,86871474313761.95,5.607321335451541e+20,1e-05,0.06120302,115851424,5594,3992977,545619968,638
1724384013,858009,5177,20.482692,2.626984126984127e-08,2.87e-06,5.463180494546405e-08,3.03968253968254e-08,2.634920634920635e-08,6.353098591549296e-08,1.4301473351909895e-07,1724384013,86871474313761.95,5.607321335451541e+20,1e-05,0.06529919,115840320,5177,3993164,667459584,657
1724385494,858011,5806,20.473092,2.5555555555555557e-08,2.8345864661654134e-06,4.048267639959382e-08,2.9047619047619048e-08,2.634920634920635e-08,5e-08,8.628822951137337e-08,1724385494,86871474313761.95,5.607321335451541e+20,1e-05,0.04767241,115758576,5806,3993618,730423296,1481
1724386115,858015,6618,20.464639,2.7563451776649745e-08,3.822794326241135e-05,4.2705968382722654e-08,3e-08,2.976190476190476e-08,4e-08,4.7298679823494315e-07,1724386115,86871474313761.95,5.607321335451541e+20,1e-05,0.04728896,115685664,6618,3993301,545259520,621
1724388431,858017,4406,20.459374,2e-08,2e-06,4.729035220921027e-08,3.1023622047244095e-08,2.9285714285714285e-08,5.6494353508437985e-08,1.0030498895628804e-07,1724388431,86871474313761.95,5.607321335451541e+20,1e-05,0.054456,115635584,4406,3993539,537321472,2316
1724389611,858023,7373,20.425104,2.6395759717314486e-08,4.488169014084507e-06,3.264132802320284e-08,2.976190476190476e-08,2.9444444444444446e-08,2.976190476190476e-08,6.775171739796239e-08,1724389611,86871474313761.95,5.607321335451541e+20,1e-05,0.03443678,115397056,7373,3993139,558301184,1180
