sequence,actual_fee_rate,predicted_fee_rate,absolute_error,percentage_error
100,13.0,2.744517940971032,10.255482059028967,78.88832353099205
101,9.0,2.744512206291778,6.255487793708221,69.50541993009135
102,12.0,2.744506955188851,9.25549304481115,77.12910870675958
103,8.0,2.74450214688472,5.25549785311528,65.693723163941
104,11.0,2.8814987324399377,8.118501267560063,73.80455697781876
105,10.0478,2.881494700865094,7.1663052991349065,71.3221331946785
106,8.0,2.881491009252447,5.118508990747554,63.98136238434442
107,10.9078,2.8814876289347136,8.026312371065286,73.58323741785956
108,7.9574,2.881484533661978,5.075915466338022,63.78861771857669
109,10.0,2.881481699397846,7.118518300602155,71.18518300602155
110,14.1,3.055588727600511,11.044411272399488,78.32915796028006
111,12.0,3.0555863511809536,8.944413648819047,74.5367804068254
112,11.0,3.0555841751527675,7.9444158248472325,72.22196204406575
113,10.0,3.055582182617968,6.944417817382032,69.44417817382032
114,12.0,3.0555803581034917,8.94441964189651,74.53683034913757
115,10.2,3.0555786874410393,7.1444213125589595,70.04334620155844
116,14.1385,2.4321671912043397,11.706332808795661,82.79755850193203
117,12.0,2.432165790419254,9.567834209580745,79.73195174650621
118,15.6154,2.432164507755248,13.183235492244751,84.42457761085052
119,13.0,2.432163333251772,10.567836666748228,81.29105128267867
120,12.1163,2.4321622577881996,9.684137742211801,79.92652659815126
121,19.3684,2.4321612730129987,16.936238726987003,87.44263195197848
122,15.0,2.362542152150296,12.637457847849705,84.2497189856647
123,14.3308,2.3625413264548283,11.968258673545172,83.51423977408918
124,19.0,2.3625405703860594,16.63745942961394,87.56557594533653
125,14.4264,2.362539878072723,12.063860121927277,83.62349665839903
126,19.0,2.3625392441386484,16.63746075586135,87.56558292558606
127,15.049,2.3625386636610095,12.68646133633899,84.30102555876796
128,30.0,2.429672182862471,27.570327817137528,91.90109272379175
129,19.0,2.4296716961546876,16.57032830384531,87.2122542307648
130,17.0,2.429671250488495,14.570328749511505,85.70781617359708
131,18.0,2.4296708424030653,15.570329157596934,86.50182865331631
132,13.6589,2.429670468729404,11.229229531270596,82.21181450388096
133,19.3232,2.4296701265657417,16.893529873434257,87.42615029308944
134,14.1462,2.7798017799856307,11.36639822001437,80.34948056732104
135,17.0,2.77980149309479,14.22019850690521,83.64822651120711
136,14.0,2.7798012303959942,11.220198769604005,80.1442769257429
137,13.3308,2.7798009898492517,10.550999010150749,79.14753060694594
138,13.0,2.7798007695865925,10.220199230413407,78.6169171570262
139,17.0,2.779800567897562,14.220199432102438,83.64823195354376
140,14.0,2.527373972181012,11.472626027818988,81.94732877013563
141,21.0,2.5273738030726536,18.472626196927347,87.96488665203499
142,14.2,2.5273736482243425,11.672626351775657,82.20159402658913
143,18.0,2.5273735064336016,15.472626493566398,85.95903607536887
